team_id,team_name_x,player,PTS
8,Arkansas Razorbacks,Amere Brown,0.14285714285714285
8,Arkansas Razorbacks,Ayden Kelley,0.5714285714285714
8,Arkansas Razorbacks,Billy Richmond III,11.029411764705882
8,Arkansas Razorbacks,D.J. Wagner,7.59375
8,Arkansas Razorbacks,Darius Acuff Jr.,22.939393939393938
8,Arkansas Razorbacks,Elmir Džafic,0.0
8,Arkansas Razorbacks,Elmir Džafić,0.5
8,Arkansas Razorbacks,Isaiah Sealy,3.3125
8,Arkansas Razorbacks,Jaden Karuletwa,0.5555555555555556
8,Arkansas Razorbacks,Karter Knox,8.090909090909092
8,Arkansas Razorbacks,Malique Ewin,9.588235294117647
8,Arkansas Razorbacks,Meleek Thomas,15.294117647058824
8,Arkansas Razorbacks,Nick Pringle,4.588235294117647
8,Arkansas Razorbacks,Trevon Brazile,13.242424242424242
12,Arizona Wildcats,Addison Arnold,0.3333333333333333
12,Arizona Wildcats,Anthony Dell'Orso,8.970588235294118
12,Arizona Wildcats,Brayden Burries,15.941176470588236
12,Arizona Wildcats,Dwayne Aristode,4.133333333333334
12,Arizona Wildcats,Evan Nelson,0.6363636363636364
12,Arizona Wildcats,Ivan Kharchenkov,10.117647058823529
12,Arizona Wildcats,Jackson Cook,0.0
12,Arizona Wildcats,Jackson Francois,0.5
12,Arizona Wildcats,Jaden Bradley,13.294117647058824
12,Arizona Wildcats,Koa Peat,13.612903225806452
12,Arizona Wildcats,Motiejus Krivas,10.470588235294118
12,Arizona Wildcats,Sidi Gueye,1.2083333333333333
12,Arizona Wildcats,Sven Djopmo,0.5882352941176471
12,Arizona Wildcats,Tobe Awaka,9.441176470588236
26,UCLA Bruins,Anthony Peoples Jr.,0.3333333333333333
26,UCLA Bruins,Brandon Williams,2.71875
26,UCLA Bruins,Christian Horry,0.0
26,UCLA Bruins,Donovan Dent,13.454545454545455
26,UCLA Bruins,Eric Dailey Jr.,11.333333333333334
26,UCLA Bruins,Eric Freeny,2.1538461538461537
26,UCLA Bruins,Jack Seidler,0.3333333333333333
26,UCLA Bruins,Jamar Brown,3.9411764705882355
26,UCLA Bruins,Skyy Clark,11.666666666666666
26,UCLA Bruins,Steven Jamerson II,1.8484848484848484
26,UCLA Bruins,Trent Perry,12.727272727272727
26,UCLA Bruins,Tyler Bilodeau,17.64516129032258
26,UCLA Bruins,Xavier Booker,6.9411764705882355
41,UConn Huskies,Alec Millender,0.5625
41,UConn Huskies,Alex Karaban,12.647058823529411
41,UConn Huskies,Braylon Mullins,11.962962962962964
41,UConn Huskies,Dwayne Koroma,1.5
41,UConn Huskies,Eric Reibe,6.794117647058823
41,UConn Huskies,Jacob Furphy,0.46153846153846156
41,UConn Huskies,Jayden Ross,4.6875
41,UConn Huskies,Jaylin Stewart,4.5
41,UConn Huskies,Malachi Smith,3.5294117647058822
41,UConn Huskies,Rrezon Elezaj,0.0
41,UConn Huskies,Silas Demary Jr.,10.882352941176471
41,UConn Huskies,Solo Ball,13.515151515151516
41,UConn Huskies,Tarris Reed Jr.,13.724137931034482
41,UConn Huskies,Uroš Paunovic,0.15384615384615385
47,Howard Bison,Alex Cotton,8.5
47,Howard Bison,BJ Powell,1.2352941176470589
47,Howard Bison,Bryce Harris,16.75862068965517
47,Howard Bison,Calvin Robins Jr.,1.1111111111111112
47,Howard Bison,Cam Gillus,10.586206896551724
47,Howard Bison,Cedric Taylor III,17.095238095238095
47,Howard Bison,Danas Kazakevicius,3.3214285714285716
47,Howard Bison,Ed Holland III,1.5238095238095237
47,Howard Bison,Isaiah Brown,2.6785714285714284
47,Howard Bison,Jeremiah Johnson,1.1111111111111112
47,Howard Bison,Julian Johnson,1.0
47,Howard Bison,Ose Okojie,9.931034482758621
47,Howard Bison,River Smith,0.375
47,Howard Bison,Shane Frazier,0.25
47,Howard Bison,Stefan Isailovic,0.5555555555555556
47,Howard Bison,Travelle Bryson,8.538461538461538
57,Florida Gators,Alex Condon,14.96875
57,Florida Gators,Alex Kovatchev,0.21428571428571427
57,Florida Gators,Alex Lloyd,1.1875
57,Florida Gators,Boogie Fland,11.606060606060606
57,Florida Gators,CJ Ingram,1.9
57,Florida Gators,Cooper Josefsberg,1.5
57,Florida Gators,Isaiah Brown,5.516129032258065
57,Florida Gators,Micah Handlogten,4.0625
57,Florida Gators,Olivier Rioux,0.5
57,Florida Gators,Rueben Chinyelu,11.151515151515152
57,Florida Gators,Thomas Haugh,17.09375
57,Florida Gators,Urban Klavzar,9.666666666666666
57,Florida Gators,Viktor Mikic,1.25
57,Florida Gators,Xaivian Lee,11.484848484848484
58,South Florida Bulls,Adriel Nyorha,3.68
58,South Florida Bulls,CJ Brown,10.75
58,South Florida Bulls,Caleb Sanders,3.0
58,South Florida Bulls,Daimion Collins,4.225806451612903
58,South Florida Bulls,Devin Haid,2.8181818181818183
58,South Florida Bulls,Gavin Hightower,3.76
58,South Florida Bulls,Isaiah Jones,4.28125
58,South Florida Bulls,Izaiyah Nelson,15.40625
58,South Florida Bulls,Joseph Pinion,14.5
58,South Florida Bulls,Josh Omojafo,11.125
58,South Florida Bulls,Onyx Nnani,0.0
58,South Florida Bulls,Tristan Beckford,2.6
58,South Florida Bulls,Wes Enis,16.806451612903224
58,South Florida Bulls,Xavier Brown,2.6666666666666665
61,Georgia Bulldogs,Blue Cain,13.28125
61,Georgia Bulldogs,Brandon Klatsky,1.1428571428571428
61,Georgia Bulldogs,Dylan James,4.53125
61,Georgia Bulldogs,Jaden Newell,0.2222222222222222
61,Georgia Bulldogs,Jake Wilkins,4.935483870967742
61,Georgia Bulldogs,Jeremiah Wilkinson,17.0
61,Georgia Bulldogs,Jordan Ross,6.645161290322581
61,Georgia Bulldogs,Justin Abson,2.933333333333333
61,Georgia Bulldogs,Justin Bailey,4.166666666666667
61,Georgia Bulldogs,Kanon Catchings,11.96774193548387
61,Georgia Bulldogs,Kareem Stagg,4.75
61,Georgia Bulldogs,Marcus Millender,11.9375
61,Georgia Bulldogs,Markel Jennings,0.0
61,Georgia Bulldogs,Somtochukwu Cyril,9.59375
62,Hawai'i Rainbow Warriors,AJ Economou,1.25
62,Hawai'i Rainbow Warriors,Aaron Hunkin-Claytor,5.333333333333333
62,Hawai'i Rainbow Warriors,Dre Bullock,13.666666666666666
62,Hawai'i Rainbow Warriors,Gytis Nemeiksa,9.133333333333333
62,Hawai'i Rainbow Warriors,Harry Rouhliadeff,10.464285714285714
62,Hawai'i Rainbow Warriors,Hunter Carter,1.2727272727272727
62,Hawai'i Rainbow Warriors,Hunter Erickson,8.333333333333334
62,Hawai'i Rainbow Warriors,Isaac Finlinson,9.333333333333334
62,Hawai'i Rainbow Warriors,Isaac Johnson,14.3
62,Hawai'i Rainbow Warriors,Isaiah Kerr,6.482758620689655
62,Hawai'i Rainbow Warriors,Jalen Myers,2.1666666666666665
62,Hawai'i Rainbow Warriors,Yacine Toumi,4.111111111111111
66,Iowa State Cyclones,Anthony Rise,0.2
66,Iowa State Cyclones,Blake Buchanan,8.441176470588236
66,Iowa State Cyclones,Cade Kelderman,0.9411764705882353
66,Iowa State Cyclones,Dominick Nelson,3.7142857142857144
66,Iowa State Cyclones,Dominykas Pleta,4.46875
66,Iowa State Cyclones,Eric Mulder,0.8947368421052632
66,Iowa State Cyclones,Jamarion Batemon,6.852941176470588
66,Iowa State Cyclones,Joshua Jefferson,16.852941176470587
66,Iowa State Cyclones,Killyan Toure,8.058823529411764
66,Iowa State Cyclones,Milan Momcilovic,17.08823529411765
66,Iowa State Cyclones,Nate Heise,4.676470588235294
66,Iowa State Cyclones,Tamin Lipsey,13.258064516129032
66,Iowa State Cyclones,Xzavion Mitchell,1.0
70,Idaho Vandals,Aidan Sevilla,1.263157894736842
70,Idaho Vandals,Biko Johnson,12.65625
70,Idaho Vandals,Brody Rowbury,8.03125
70,Idaho Vandals,Ewan Steele,0.36363636363636365
70,Idaho Vandals,Isaiah Brickner,12.35483870967742
70,Idaho Vandals,Jack Payne,7.066666666666666
70,Idaho Vandals,Jackson Rasmussen,13.258064516129032
70,Idaho Vandals,Kolton Mitchell,13.620689655172415
70,Idaho Vandals,Kristian Gonzalez,18.0
70,Idaho Vandals,Miles Klapper,2.769230769230769
70,Idaho Vandals,Seth Joba,5.09375
70,Idaho Vandals,Trevon Blassingame,3.5161290322580645
96,Kentucky Wildcats,Andrija Jelavic,5.766666666666667
96,Kentucky Wildcats,Brandon Garrison,4.617647058823529
96,Kentucky Wildcats,Collin Chandler,9.941176470588236
96,Kentucky Wildcats,Denzel Aberdeen,13.205882352941176
96,Kentucky Wildcats,Jaland Lowe,8.0
96,Kentucky Wildcats,Jasper Johnson,5.151515151515151
96,Kentucky Wildcats,Jayden Quaintance,5.0
96,Kentucky Wildcats,Kam Williams,6.2272727272727275
96,Kentucky Wildcats,Malachi Moreno,8.029411764705882
96,Kentucky Wildcats,Mouhamed Dioubate,8.689655172413794
96,Kentucky Wildcats,Otega Oweh,18.176470588235293
96,Kentucky Wildcats,Trent Noah,2.962962962962963
96,Kentucky Wildcats,Walker Horn,0.42857142857142855
96,Kentucky Wildcats,Zach Tow,0.5714285714285714
97,Louisville Cardinals,Adrian Wooley,8.545454545454545
97,Louisville Cardinals,Aly Khalifa,3.1818181818181817
97,Louisville Cardinals,Cole Sherman,1.2
97,Louisville Cardinals,Isaac McKneely,10.636363636363637
97,Louisville Cardinals,J'Vonne Hadley,11.84375
97,Louisville Cardinals,Kasean Pryor,2.3181818181818183
97,Louisville Cardinals,Khani Rooths,5.482758620689655
97,Louisville Cardinals,Kobe Rodgers,3.3125
97,Louisville Cardinals,Mikel Brown Jr.,18.19047619047619
97,Louisville Cardinals,Ryan Conwell,18.71875
97,Louisville Cardinals,Sananda Fru,9.181818181818182
97,Louisville Cardinals,Spencer Legg,0.7777777777777778
97,Louisville Cardinals,Vangelis Zougris,2.28
97,Louisville Cardinals,Will Hanke,0.2
127,Michigan State Spartans,Brennan Walton,0.45454545454545453
127,Michigan State Spartans,Cam Ward,5.0
127,Michigan State Spartans,Carson Cooper,10.75
127,Michigan State Spartans,Coen Carr,11.5625
127,Michigan State Spartans,Colin Walton,0.2727272727272727
127,Michigan State Spartans,Denham Wojcik,0.39285714285714285
127,Michigan State Spartans,Divine Ugochukwu,5.136363636363637
127,Michigan State Spartans,Jaxon Kohler,12.65625
127,Michigan State Spartans,Jeremy Fears Jr.,15.65625
127,Michigan State Spartans,Jesse McCulloch,2.4074074074074074
127,Michigan State Spartans,Jordan Scott,5.90625
127,Michigan State Spartans,Kur Teng,7.65625
127,Michigan State Spartans,Nick Sanders,0.46153846153846156
127,Michigan State Spartans,Trey Fort,3.8
130,Michigan Wolverines,Aday Mara,11.647058823529411
130,Michigan Wolverines,Charlie May,1.0
130,Michigan Wolverines,Elliot Cadeau,10.176470588235293
130,Michigan Wolverines,Howard Eisley Jr.,0.6
130,Michigan Wolverines,L.J. Cason,8.357142857142858
130,Michigan Wolverines,Malick Kordel,1.3636363636363635
130,Michigan Wolverines,Morez Johnson Jr.,13.147058823529411
130,Michigan Wolverines,Nimari Burnett,8.264705882352942
130,Michigan Wolverines,Oscar Goodman,1.4166666666666667
130,Michigan Wolverines,Roddy Gayle Jr.,7.03030303030303
130,Michigan Wolverines,Trey McKenney,9.558823529411764
130,Michigan Wolverines,Will Tschetter,3.8529411764705883
130,Michigan Wolverines,Winters Grady,2.888888888888889
130,Michigan Wolverines,Yaxel Lendeborg,14.558823529411764
139,Saint Louis Billikens,Amari McCottry,10.34375
139,Saint Louis Billikens,Brady Dunlap,6.709677419354839
139,Saint Louis Billikens,Cam Hutson,1.3125
139,Saint Louis Billikens,Dion Brown,10.96875
139,Saint Louis Billikens,Isaac Holmes,0.5
139,Saint Louis Billikens,Ishan Sharma,9.125
139,Saint Louis Billikens,Jaden Schertz,0.36363636363636365
139,Saint Louis Billikens,Jax Kerr,2.375
139,Saint Louis Billikens,Kellen Thames,9.733333333333333
139,Saint Louis Billikens,Paul Otieno,5.09375
139,Saint Louis Billikens,Quentin Jones,9.09375
139,Saint Louis Billikens,Robbie Avila,12.90625
139,Saint Louis Billikens,Trey Green,11.451612903225806
142,Missouri Tigers,Annor Boateng,2.7333333333333334
142,Missouri Tigers,Anthony Robinson II,8.84375
142,Missouri Tigers,Jacob Crews,8.625
142,Missouri Tigers,Jayden Stone,13.2
142,Missouri Tigers,Jevon Porter,6.166666666666667
142,Missouri Tigers,Luke Northweather,3.1052631578947367
142,Missouri Tigers,Mark Mitchell,18.3125
142,Missouri Tigers,Nicholas Randall,0.7142857142857143
142,Missouri Tigers,Sebastian Mack,7.0
142,Missouri Tigers,Shawn Phillips Jr.,7.666666666666667
142,Missouri Tigers,T.O. Barrett,8.90625
142,Missouri Tigers,Trent Burns,2.0476190476190474
142,Missouri Tigers,Trent Pierce,10.578947368421053
150,Duke Blue Devils,Caleb Foster,8.451612903225806
150,Duke Blue Devils,Cameron Boozer,22.5
150,Duke Blue Devils,Cameron Sheffield,0.5714285714285714
150,Duke Blue Devils,Cayden Boozer,7.088235294117647
150,Duke Blue Devils,Dame Sarr,6.264705882352941
150,Duke Blue Devils,Darren Harris,3.71875
150,Duke Blue Devils,Ifeanyi Ufochukwu,0.8
150,Duke Blue Devils,Isaiah Evans,14.882352941176471
150,Duke Blue Devils,Jack Scott,0.5714285714285714
150,Duke Blue Devils,Maliq Brown,4.823529411764706
150,Duke Blue Devils,Nikolas Khamenia,5.823529411764706
150,Duke Blue Devils,Patrick Ngongba II,10.689655172413794
152,NC State Wolfpack,Alyn Breed,4.523809523809524
152,NC State Wolfpack,Colt Langdon,0.3333333333333333
152,NC State Wolfpack,Darrion Williams,13.75
152,NC State Wolfpack,Jerry Deng,6.125
152,NC State Wolfpack,Jordan Snell,0.75
152,NC State Wolfpack,Matt Able,8.969696969696969
152,NC State Wolfpack,Musa Sagnia,2.393939393939394
152,NC State Wolfpack,Paul McNeil Jr.,13.909090909090908
152,NC State Wolfpack,Quadir Copeland,13.878787878787879
152,NC State Wolfpack,Scottie Ebube,1.1875
152,NC State Wolfpack,Terrance Arceneaux,3.9310344827586206
152,NC State Wolfpack,Tre Holloman,9.258064516129032
152,NC State Wolfpack,Ven-Allen Lubin,13.878787878787879
153,North Carolina Tar Heels,Caleb Wilson,19.833333333333332
153,North Carolina Tar Heels,Derek Dixon,6.375
153,North Carolina Tar Heels,Elijah Davis,0.5
153,North Carolina Tar Heels,Evan Smith,1.4
153,North Carolina Tar Heels,Henri Veesaar,16.733333333333334
153,North Carolina Tar Heels,Isaiah Denis,1.9
153,North Carolina Tar Heels,Ivan Matlekovic,0.5
153,North Carolina Tar Heels,James Brown,1.2222222222222223
153,North Carolina Tar Heels,Jarin Stevenson,7.96875
153,North Carolina Tar Heels,Jaydon Young,1.8333333333333333
153,North Carolina Tar Heels,John Holbrook,0.2
153,North Carolina Tar Heels,Jonathan Powell,4.84375
153,North Carolina Tar Heels,Kyan Evans,4.09375
153,North Carolina Tar Heels,Luka Bogavac,9.84375
153,North Carolina Tar Heels,Seth Trimble,13.956521739130435
153,North Carolina Tar Heels,Zayden High,3.4285714285714284
158,Nebraska Cornhuskers,Berke Buyuktuncel,6.433333333333334
158,Nebraska Cornhuskers,Braden Frager,11.566666666666666
158,Nebraska Cornhuskers,Cale Jacobsen,4.84375
158,Nebraska Cornhuskers,Connor Essegian,5.428571428571429
158,Nebraska Cornhuskers,Jamarques Lawrence,9.71875
158,Nebraska Cornhuskers,Jared Garcia,3.074074074074074
158,Nebraska Cornhuskers,Justin Bolis,0.1875
158,Nebraska Cornhuskers,Kendall Blue,0.7222222222222222
158,Nebraska Cornhuskers,Leo Curtis,1.6666666666666667
158,Nebraska Cornhuskers,Pryce Sandfort,17.84375
158,Nebraska Cornhuskers,Rienk Mast,13.548387096774194
158,Nebraska Cornhuskers,Sam Hoiberg,9.59375
158,Nebraska Cornhuskers,Ugnius Jarusevicius,7.0
193,Miami (OH) RedHawks,Almar Atlason,9.620689655172415
193,Miami (OH) RedHawks,Antwone Woolfolk,10.448275862068966
193,Miami (OH) RedHawks,Brady Ganley,0.6666666666666666
193,Miami (OH) RedHawks,Brant Byers,14.344827586206897
193,Miami (OH) RedHawks,Eian Elmer,12.758620689655173
193,Miami (OH) RedHawks,Eli Yofan,0.0
193,Miami (OH) RedHawks,Ethan Wright,1.0
193,Miami (OH) RedHawks,Evan Ipsaro,14.4
193,Miami (OH) RedHawks,Jackson Kotecki,0.6666666666666666
193,Miami (OH) RedHawks,Justin Kirby,6.368421052631579
193,Miami (OH) RedHawks,Kyle Waltz,0.8888888888888888
193,Miami (OH) RedHawks,Luke Skaljac,10.518518518518519
193,Miami (OH) RedHawks,Peter Suder,14.928571428571429
193,Miami (OH) RedHawks,Trey Perry,4.925925925925926
193,Miami (OH) RedHawks,Tyler Robbins,1.625
194,Ohio State Buckeyes,Amare Bynum,9.666666666666666
194,Ohio State Buckeyes,Brandon Noel,7.066666666666666
194,Ohio State Buckeyes,Braylen Nash,0.0
194,Ohio State Buckeyes,Bruce Thornton,20.21212121212121
194,Ohio State Buckeyes,Christoph Tilly,11.03225806451613
194,Ohio State Buckeyes,Colin White,0.8620689655172413
194,Ohio State Buckeyes,Devin Royal,13.67741935483871
194,Ohio State Buckeyes,Gabe Cupps,1.625
194,Ohio State Buckeyes,Ivan Njegovan,2.7241379310344827
194,Ohio State Buckeyes,John Mobley Jr.,15.7
194,Ohio State Buckeyes,Mathieu Grujicic,1.0
194,Ohio State Buckeyes,Puff Johnson,2.3333333333333335
194,Ohio State Buckeyes,Taison Chatman,4.481481481481482
219,Pennsylvania Quakers,AJ Levine,8.607142857142858
219,Pennsylvania Quakers,Alex Massung,1.25
219,Pennsylvania Quakers,Augustus Gerhart,5.357142857142857
219,Pennsylvania Quakers,Cam Thrower,5.56
219,Pennsylvania Quakers,Dalton Scantlebury,5.555555555555555
219,Pennsylvania Quakers,Dylan Williams,2.142857142857143
219,Pennsylvania Quakers,Ethan Roberts,16.40909090909091
219,Pennsylvania Quakers,Jay Jones,3.76
219,Pennsylvania Quakers,Johnnie Walter,0.5
219,Pennsylvania Quakers,Lucas Lueth,2.962962962962963
219,Pennsylvania Quakers,Michael Zanoni,11.821428571428571
219,Pennsylvania Quakers,Michelangelo Oberti,1.5
219,Pennsylvania Quakers,Niklas Polonowski,0.9523809523809523
219,Pennsylvania Quakers,Payton Kamin,0.0
219,Pennsylvania Quakers,TJ Power,17.142857142857142
219,Pennsylvania Quakers,William Kruse,0.0
222,Villanova Wildcats,Acaden Lewis,12.3125
222,Villanova Wildcats,Braden Pierce,1.206896551724138
222,Villanova Wildcats,Bryce Lindsay,11.90625
222,Villanova Wildcats,Chris Jeffrey,3.1904761904761907
222,Villanova Wildcats,Devin Askew,10.03125
222,Villanova Wildcats,Duke Brennan,12.35483870967742
222,Villanova Wildcats,Malachi Palmer,4.40625
222,Villanova Wildcats,Malcolm Flaggs,0.0
222,Villanova Wildcats,Matt Hodge,9.241379310344827
222,Villanova Wildcats,Tafara Gapare,2.888888888888889
222,Villanova Wildcats,Tyler Perkins,13.65625
222,Villanova Wildcats,Wade Chiddick,1.5
222,Villanova Wildcats,Zion Stanford,1.3
228,Clemson Tigers,Ace Buckner,8.441176470588236
228,Clemson Tigers,Butta Johnson,6.176470588235294
228,Clemson Tigers,Carter Welling,10.21875
228,Clemson Tigers,Chase Thompson,2.264705882352941
228,Clemson Tigers,Dallas Thomas,2.1904761904761907
228,Clemson Tigers,Dillon Hunter,7.529411764705882
228,Clemson Tigers,Jake Wahlin,5.411764705882353
228,Clemson Tigers,Jestin Porter,9.647058823529411
228,Clemson Tigers,Nick Davidson,9.147058823529411
228,Clemson Tigers,RJ Godfrey,11.941176470588236
228,Clemson Tigers,Trent Steinour,1.0
228,Clemson Tigers,Zac Foster,6.916666666666667
231,Furman Paladins,Abijah Franklin,4.1
231,Furman Paladins,Alex Wilkins,18.06451612903226
231,Furman Paladins,Asa Thomas,12.166666666666666
231,Furman Paladins,Ben Vander Wal,7.064516129032258
231,Furman Paladins,Charles Johnston,9.580645161290322
231,Furman Paladins,Cole Bowser,5.105263157894737
231,Furman Paladins,Collin O'Neal,3.3333333333333335
231,Furman Paladins,Cooper Bowser,13.904761904761905
231,Furman Paladins,Eddrin Bronson,5.733333333333333
231,Furman Paladins,Mason Smith,3.5
231,Furman Paladins,Owen Ritger,1.2142857142857142
231,Furman Paladins,Thomas Tillman,0.0
231,Furman Paladins,Tom House,8.10344827586207
238,Vanderbilt Commodores,AK Okereke,9.735294117647058
238,Vanderbilt Commodores,Chandler Bing,3.6470588235294117
238,Vanderbilt Commodores,Coleson Messer,0.0
238,Vanderbilt Commodores,Devin McGlockton,9.588235294117647
238,Vanderbilt Commodores,Duke Miles,16.53846153846154
238,Vanderbilt Commodores,Frankie Collins,7.777777777777778
238,Vanderbilt Commodores,Jalen Washington,9.117647058823529
238,Vanderbilt Commodores,Jayden Leverett,0.9615384615384616
238,Vanderbilt Commodores,Jaylon Dean-Vines,0.9
238,Vanderbilt Commodores,Mason Nicholson,0.4
238,Vanderbilt Commodores,Mike James,1.4545454545454546
238,Vanderbilt Commodores,Miles Keeffe,0.4166666666666667
238,Vanderbilt Commodores,Tyler Harris,5.5
238,Vanderbilt Commodores,Tyler Nickel,13.470588235294118
238,Vanderbilt Commodores,Tyler Tanner,19.08823529411765
245,Texas A&M Aggies,Ali Dibba,5.625
245,Texas A&M Aggies,Chris McDermott,0.6666666666666666
245,Texas A&M Aggies,Federiko Federiko,1.8387096774193548
245,Texas A&M Aggies,Jacari Lane,6.387096774193548
245,Texas A&M Aggies,Jamie Vinson,3.392857142857143
245,Texas A&M Aggies,Jeremiah Green,0.875
245,Texas A&M Aggies,Josh Holloway,4.5
245,Texas A&M Aggies,Mackenzie Mgbako,10.428571428571429
245,Texas A&M Aggies,Marcus Hill,10.8125
245,Texas A&M Aggies,Noah Shelby,1.1111111111111112
245,Texas A&M Aggies,Pop Isaacs,10.096774193548388
245,Texas A&M Aggies,Rashaun Agee,14.65625
245,Texas A&M Aggies,Rubén Dominguez,10.3125
245,Texas A&M Aggies,Rylan Griffen,11.6
245,Texas A&M Aggies,Zach Clemence,7.09375
248,Houston Cougars,Cedric Lath,0.5263157894736842
248,Houston Cougars,Chase McCarty,3.96875
248,Houston Cougars,Chris Cenac Jr.,9.470588235294118
248,Houston Cougars,Emanuel Sharp,15.323529411764707
248,Houston Cougars,Isiah Harwell,3.8
248,Houston Cougars,Jacob McFarland,0.0
248,Houston Cougars,Joseph Tugler,8.441176470588236
248,Houston Cougars,Kalifa Sakho,2.5161290322580645
248,Houston Cougars,Kingston Flemings,16.352941176470587
248,Houston Cougars,Kordel Jefferson,1.3333333333333333
248,Houston Cougars,Mercy Miller,4.818181818181818
248,Houston Cougars,Milos Uzan,11.117647058823529
248,Houston Cougars,Ramon Walker Jr.,2.4814814814814814
251,Texas Longhorns,Anthon McDermott,0.8571428571428571
251,Texas Longhorns,Brandon Taylor,0.75
251,Texas Longhorns,Camden Heide,6.161290322580645
251,Texas Longhorns,Chendall Weaver,5.6875
251,Texas Longhorns,Cole Bott,0.5
251,Texas Longhorns,Dailyn Swain,17.8125
251,Texas Longhorns,Declan Duru Jr.,1.25
251,Texas Longhorns,Jordan Pope,13.34375
251,Texas Longhorns,Lassina Traore,3.4347826086956523
251,Texas Longhorns,Matas Vokietaitis,15.5
251,Texas Longhorns,Nic Codie,4.0
251,Texas Longhorns,Simeon Wilcher,6.15625
251,Texas Longhorns,Tramon Mark,13.5
252,BYU Cougars,AJ Dybantsa,25.264705882352942
252,BYU Cougars,Abdullah Ahmed,1.3157894736842106
252,BYU Cougars,Aleksej Kostic,7.444444444444445
252,BYU Cougars,Aleksej Kostić,2.5294117647058822
252,BYU Cougars,Dawson Baker,7.5
252,BYU Cougars,Dominique Diomande,2.0
252,BYU Cougars,Jared McGregor,0.0
252,BYU Cougars,Keba Keita,6.28125
252,BYU Cougars,Kennard Davis Jr.,8.451612903225806
252,BYU Cougars,Khadim Mboup,2.303030303030303
252,BYU Cougars,Mihailo Boškovic,2.4444444444444446
252,BYU Cougars,Mihailo Bošković,3.2916666666666665
252,BYU Cougars,Richie Saunders,18.04
252,BYU Cougars,Robert Wright III,18.176470588235293
252,BYU Cougars,Tyler Mrus,2.0
252,BYU Cougars,Xavion Staton,0.5555555555555556
258,Virginia Cavaliers,Carter Lang,0.4166666666666667
258,Virginia Cavaliers,Chance Mallory,9.5
258,Virginia Cavaliers,Dallin Hall,5.852941176470588
258,Virginia Cavaliers,Desmond Roberts,0.0
258,Virginia Cavaliers,Devin Tillis,4.310344827586207
258,Virginia Cavaliers,Elijah Gertrude,1.7058823529411764
258,Virginia Cavaliers,Jacari White,8.758620689655173
258,Virginia Cavaliers,Johann Grunloh,7.235294117647059
258,Virginia Cavaliers,Malik Thomas,12.441176470588236
258,Virginia Cavaliers,Martin Carrere,0.75
258,Virginia Cavaliers,Owen Odom,0.36363636363636365
258,Virginia Cavaliers,Sam Lewis,10.764705882352942
258,Virginia Cavaliers,Thijs De Ridder,15.529411764705882
258,Virginia Cavaliers,Ugonna Onyenso,6.705882352941177
275,Wisconsin Badgers,Aleksas Bieliauskas,4.970588235294118
275,Wisconsin Badgers,Andrew Rohde,5.7272727272727275
275,Wisconsin Badgers,Austin Rapp,9.620689655172415
275,Wisconsin Badgers,Braeden Carrington,8.363636363636363
275,Wisconsin Badgers,Hayden Jones,1.6666666666666667
275,Wisconsin Badgers,Isaac Gard,0.7857142857142857
275,Wisconsin Badgers,Jack Janicki,2.230769230769231
275,Wisconsin Badgers,Jack Robison,1.0
275,Wisconsin Badgers,John Blackwell,19.03030303030303
275,Wisconsin Badgers,Nick Boyd,20.558823529411764
275,Wisconsin Badgers,Nolan Winter,13.266666666666667
275,Wisconsin Badgers,Riccardo Greppi,0.0
275,Wisconsin Badgers,Will Garlock,1.0666666666666667
275,Wisconsin Badgers,Zach Kinziger,1.3125
328,Utah State Aggies,Adlan Elamin,6.34375
328,Utah State Aggies,Drake Allen,7.84375
328,Utah State Aggies,Elijah Perryman,4.424242424242424
328,Utah State Aggies,Garry Clark,6.606060606060606
328,Utah State Aggies,Jordy Barnes,0.5
328,Utah State Aggies,Karson Templin,9.090909090909092
328,Utah State Aggies,Kolby King,7.393939393939394
